filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,code_9_digits,file_number
1.wav,-260.37366,184.08359,-73.13627,26.811825,-34.527645,-3.0268111,-0.30206943,-28.342537,-2.1370468,-6.8334193,20.617785,-6.735938,-21.94085,6.689151,-8.510498,-13.48791,-6.297841,-1.2828856,-6.5156517,-1.8064401,0.0,0.093231201171875,810103169,810103169
10.wav,-188.72327,164.5889,-79.97534,66.24088,-18.770454,-21.317139,-0.73089665,-36.164482,2.684199,-27.417105,-6.200611,17.678013,-18.510609,11.191534,4.169776,-15.64365,1.0254376,-12.093714,-13.389525,1.4486423,155.95376533710166,0.0870361328125,810103169,810103169
11.wav,-186.81523,135.22269,-58.544548,91.97293,-28.80043,-27.508877,-3.8894987,-36.26741,-4.080175,-29.091124,-6.8193383,6.127636,-4.036129,12.3325,-5.446866,-3.2626925,3.9585872,-4.0210776,-14.996921,-8.226376,193.15074072345735,0.080047607421875,810103169,810103169
12.wav,-251.66188,131.33247,-31.324198,44.745415,-35.579887,-9.425316,5.037251,-39.35305,-12.568565,-17.175358,13.49314,16.58981,-11.4037,16.097383,2.895741,-13.355345,3.1733975,-1.7065637,-13.471191,-1.3712564,151.13312697686294,0.161773681640625,810103169,810103169
13.wav,-260.22873,182.03809,-70.72326,28.544,-34.07811,-2.7887986,0.21426427,-27.34362,-3.323474,-5.4606094,19.836285,-6.6947756,-20.625376,6.415251,-7.957675,-13.093644,-5.808208,-0.98527753,-6.83595,-1.5265024,0.0,0.0924072265625,810103169,810103169
14.wav,-288.35486,146.71376,-50.0716,42.883404,-16.438686,-7.7117033,16.968504,-29.482746,-18.174305,-26.979906,-5.376856,10.825987,-16.568108,5.048746,4.655637,-11.822987,-3.754592,-8.481039,-8.002648,-0.99187446,179.7330574356397,0.075958251953125,810103169,810103169
15.wav,-165.51587,173.12546,-98.87943,63.636124,-8.439743,-19.913334,-12.820697,-42.84935,-4.220867,-19.797695,-2.3512437,13.439124,-2.0229676,13.408926,-1.6707423,-18.721834,1.710789,-6.2469454,-30.322008,0.073444545,0.0,0.096832275390625,810103169,810103169
16.wav,-219.2786,184.83223,-29.920893,37.67241,-8.699757,-8.44761,6.4189014,-22.025726,-15.720516,-29.883772,-2.139904,12.200024,-12.734854,7.003874,7.161764,-9.205359,-1.391174,-5.961252,-17.764538,-5.4283533,111.19668954354913,0.07196044921875,810103169,810103169
17.wav,-237.19576,146.85507,-51.01724,42.720154,-18.570084,-2.8018193,0.024565816,-46.493958,-16.68973,-19.124626,14.157265,16.802353,-18.37921,16.228876,10.840906,-14.503361,-0.39142692,0.109626055,-13.220396,-4.7423506,157.12018150465738,0.10443115234375,810103169,810103169
18.wav,-285.80084,141.0596,-45.69402,40.59266,-12.786516,-7.477676,15.511267,-27.017593,-16.729649,-24.580544,-5.7418394,10.631432,-15.14632,4.4174185,4.6753497,-11.879863,-3.3102329,-7.9695473,-7.8340225,0.14205456,179.25371869754716,0.07684326171875,810103169,810103169
