filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,code_9_digits,file_number
1.wav,-250.65945,151.41211,-24.025436,43.093765,-13.777159,-11.690775,-2.765919,-25.291428,4.7806606,-12.372023,-13.222348,3.2105055,0.48106593,2.5133903,-8.297422,2.6914344,-0.96294814,-12.318075,1.3871294,-7.464881,329.5267082817012,0.071563720703125,810103295,810103295
10.wav,-189.38289,179.78622,-15.003412,39.07328,-12.37946,4.618936,-8.1287775,-28.303684,6.1834135,-14.778383,2.4101586,-3.1309721,-17.74781,7.5107913,-8.901346,-3.720882,4.843462,-5.0732393,0.19926244,-6.691797,197.95963315273136,0.026885986328125,810103295,810103295
11.wav,-260.57297,192.10956,-25.05751,53.50177,-9.412964,-12.575817,8.750523,-23.68031,-3.4816341,-14.296237,-15.632435,0.22201937,-2.7938986,-0.7823403,-10.134687,-6.6360817,-5.505849,-8.8881,-0.69094217,-3.8553605,112.44953242013572,0.045562744140625,810103295,810103295
12.wav,-297.3496,138.37033,-10.559103,41.20675,-4.235218,-6.9972825,0.135988,-18.900667,-0.22099924,-13.485475,-11.525639,-2.5915718,-3.88477,3.8219054,-8.990672,0.12150043,5.0946903,-8.722938,0.91257584,-2.7018757,215.07661269280075,0.0721435546875,810103295,810103295
13.wav,-265.44324,168.00803,-14.352131,41.31395,-7.0077972,-3.328574,-2.2201848,-40.847084,-14.940588,-14.710024,-14.625063,-12.233778,-7.642807,10.356053,-12.227146,-3.9229186,7.834013,-16.800163,-6.209311,-2.290257,225.02716144228455,0.047027587890625,810103295,810103295
14.wav,-242.39548,168.32956,-25.74142,23.53524,-12.958909,8.473064,3.627134,-39.485073,-2.0009515,-4.4651093,-10.898264,-2.9281662,-10.095302,0.67710733,-3.6642108,-8.304468,-9.434706,-10.60696,1.1080211,1.2339902,218.7654286823765,0.061187744140625,810103295,810103295
15.wav,-247.50107,182.5549,-36.250343,50.619606,-13.586389,-19.17646,8.133792,-26.808788,-11.763616,-18.044882,-9.57359,4.741987,-11.902821,-5.5584755,-8.02603,-4.6851335,3.4356632,-13.863115,-9.884224,-2.935801,239.3317073197087,0.046875,810103295,810103295
16.wav,-282.7606,146.42734,-0.09445572,24.69747,-3.0201778,-1.1227665,0.21348447,-39.420097,-19.477703,-4.8709393,-12.751173,-6.2351575,-1.0394057,3.1853414,-3.8917,-2.8368876,-3.281513,-12.789013,-1.0423476,-1.0232279,223.87946060390604,0.050872802734375,810103295,810103295
17.wav,-206.63165,177.16446,-12.590185,43.370037,-7.049026,-3.646432,5.342603,-33.805744,-13.107743,-16.290981,-13.995375,-7.062047,-9.98987,6.036578,-10.049637,-9.616485,0.5668418,-10.847712,2.4330008,0.671254,207.15883013102385,0.036102294921875,810103295,810103295
18.wav,-186.28072,179.9531,-60.060135,56.291065,-19.393028,4.3776073,6.491099,-15.2820835,7.6551604,-16.86602,-1.0589594,0.45672095,1.5145942,5.810623,-4.866346,-2.5060594,-4.979507,-2.3411524,-2.2049966,2.707803,0.0,0.08428955078125,810103295,810103295
