filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,code_9_digits,file_number
1.wav,-210.83978,172.49173,-12.257042,63.059563,-17.777832,-11.3235445,-4.637252,-23.449749,4.102924,-14.956766,0.673696,1.0125885,-6.9755287,10.018643,-11.485182,-10.996844,-0.42458653,-7.4615884,-6.082716,-5.8787017,168.557465158045,0.0465087890625,810103345,810103345
10.wav,-197.10541,166.53891,-73.18059,88.48806,-32.197395,2.513988,8.466306,-46.89646,14.230903,-5.3689623,-3.6527107,0.4640867,-11.841293,4.3096666,-3.799098,-7.466123,-9.436999,-6.6431093,-4.0212727,-7.4518166,0.0,0.133697509765625,810103345,810103345
11.wav,-176.00986,152.08276,-36.85815,51.290287,-21.356964,1.9022433,-21.45197,-28.914177,12.538538,-14.3675,-0.49437982,-15.264697,-5.866928,5.922532,-21.639214,-8.180101,-7.7631226,-8.749851,-9.955231,-8.798703,205.5110378165465,0.032470703125,810103345,810103345
12.wav,-252.67482,152.63731,20.601078,65.42784,-5.1352797,-8.882956,-4.4286337,-8.775865,-3.596147,-19.563236,3.2557592,-5.348128,-12.339731,2.7782989,-7.5844007,-3.9266534,1.8672022,-3.9839637,-2.7165983,-1.740523,176.79208199052638,0.027740478515625,810103345,810103345
13.wav,-163.65361,158.8533,-15.789754,109.09888,-33.7259,-10.015817,4.9741793,-18.90675,12.054461,-23.10083,-4.3100424,-3.3466434,-9.633029,-0.84988785,-9.395052,-0.5556392,-7.6810517,-6.44551,-1.5577066,-5.228917,166.1877591444502,0.08978271484375,810103345,810103345
14.wav,-255.99133,150.69766,20.681787,65.52342,-4.318117,-8.034537,-2.5872378,-10.119235,-3.16755,-17.511227,2.7569199,-5.057563,-12.847004,2.4264,-7.248854,-3.6985383,2.2120888,-4.0746403,-2.550558,-1.7345225,177.03101477551783,0.028411865234375,810103345,810103345
15.wav,-200.58441,177.41644,-8.2280035,72.55884,-25.535099,-1.891596,-22.527138,-31.888588,11.086886,-21.545904,7.36784,-10.016386,-15.150681,18.139044,-17.928879,-13.686972,4.530716,-11.876005,-15.114462,-2.734704,121.38355212728707,0.04071044921875,810103345,810103345
16.wav,-249.14032,145.85849,16.250088,81.97877,-15.61746,-2.0858562,0.26306438,-13.24013,4.196371,-19.086655,-0.82308054,-5.9190607,-11.295197,1.8586576,-8.121643,-5.6191583,-2.371374,-5.293295,-2.7684667,-1.4284421,168.51858962023826,0.05364990234375,810103345,810103345
17.wav,-140.74438,163.8005,-80.73215,85.09221,-52.560684,26.8006,0.7586291,-48.764225,26.036196,-11.9937105,0.56966454,-3.4506354,-5.4037323,0.19768882,-4.997408,4.0199184,-14.694389,-0.43672016,-4.2204785,-9.073965,197.4209873416092,0.192169189453125,810103345,810103345
18.wav,-227.40288,141.60754,-18.992523,76.053894,-21.955894,0.69845426,-17.18323,-26.556643,-1.4782574,-10.293557,6.054197,-14.25821,-4.221777,7.5203605,-7.4257517,-13.804977,-7.472272,0.7137177,-4.0417485,-2.1070828,172.87342995505833,0.062652587890625,810103345,810103345
19.wav,-243.8077,172.52501,-4.5274825,57.282482,-15.946072,-9.429045,-29.843262,-23.990276,10.1598015,-17.452785,22.670639,-6.216136,-19.697369,25.27052,-12.13855,-9.639317,7.013344,-8.936315,-7.2775054,-0.91850066,183.35789987242867,0.04345703125,810103345,810103345
2.wav,-262.57825,187.24924,20.00233,40.572464,-6.5016575,-5.662754,-16.173428,-17.193802,1.5941448,-22.177143,1.5436246,-4.901485,-16.038544,14.518851,-10.31714,-15.419269,7.8513284,-3.004437,-11.922529,-6.877507,189.52644437538157,0.0362548828125,810103345,810103345
20.wav,-217.29718,180.27026,2.492024,50.75741,-5.4355035,4.660552,1.2464247,-22.811874,12.13464,-7.7981706,-7.957054,-3.3612285,-13.042143,2.251235,-12.130972,-12.551863,-2.449474,-9.852218,-7.270981,-6.6408234,193.2532546756268,0.023162841796875,810103345,810103345
3.wav,-215.25146,154.67358,-37.912476,55.99418,-20.196507,-1.4145751,-16.483286,-27.3278,8.478208,-17.199469,2.6671102,-12.511082,-7.8931475,7.5229783,-18.990437,-2.156371,-4.182813,-9.9608755,-5.6089983,-10.2759075,203.64726411653,0.03582763671875,810103345,810103345
4.wav,-264.58624,170.31686,-4.6914167,62.547134,-4.0004363,-13.6185875,-5.938818,-22.033537,-4.011915,-17.853004,-4.882841,-6.2244477,-10.988139,6.4298377,-13.185852,-11.263287,2.2964141,-4.95177,-4.919024,-6.216029,202.4455903424368,0.034149169921875,810103345,810103345
5.wav,-198.2255,163.19955,-69.50717,87.62001,-30.886497,2.2748506,8.191534,-46.02552,14.395568,-5.474656,-3.643335,0.50334674,-11.849574,5.0190353,-3.52376,-6.824168,-9.250172,-7.1987057,-3.4186,-7.309835,174.3408826525256,0.1312255859375,810103345,810103345
6.wav,-227.61447,173.03922,-16.421066,50.464775,-38.058464,0.33569002,3.2343242,-31.838205,7.1854296,-14.14492,3.7160769,3.654118,-8.76748,14.529889,-6.063034,-8.879813,-6.0617166,-7.228815,-0.9098542,-9.727861,169.2748855348163,0.0811767578125,810103345,810103345
7.wav,-228.63602,219.31285,-11.901442,45.059387,-9.418825,-11.675564,-3.1362255,-23.613213,-5.737578,-7.860471,9.990759,-3.9309309,-13.67117,12.277337,-9.62101,-13.292547,-0.229088,-7.382162,-6.216564,-10.325779,79.71771938384992,0.043243408203125,810103345,810103345
8.wav,-247.04901,170.12929,0.13344336,45.28426,-20.886234,13.725875,7.7445116,-33.248253,4.563873,-12.886433,-7.644622,1.3515387,-10.445984,1.5260715,-9.66182,-7.6679735,2.0493207,-1.4071852,-3.2791295,-6.688216,188.7871329324829,0.030120849609375,810103345,810103345
9.wav,-207.07275,142.86574,-18.147327,90.53627,-23.423248,-1.3348502,-8.855448,-31.513435,3.4678574,-13.786552,2.2155695,-12.593088,-5.874152,8.984524,-11.4816265,-8.111563,-3.879976,-0.09639084,-4.3574753,-1.8520727,175.2834305990461,0.068817138671875,810103345,810103345
1.wav,-258.12552,186.9631,-14.376448,45.524532,-25.493961,3.6357465,-16.837938,-30.215412,19.815983,-3.7853737,1.553217,-11.41446,-5.2469654,12.614165,-13.788874,-9.468681,-5.992425,-4.8152866,-9.273396,-8.544622,169.14681905723208,0.048492431640625,810103345,810103345
10.wav,-255.44778,166.90317,6.5295496,49.19716,-6.4441786,7.9822702,-7.4965944,-15.455536,12.409027,-12.589226,4.7496157,-2.594262,-9.030829,7.550347,-11.642972,-7.4879293,-0.62413144,-4.2488093,-10.900122,-9.931141,174.82947930416114,0.03106689453125,810103345,810103345
11.wav,-250.56828,190.27304,0.24591339,34.34338,-26.559048,-4.592455,-12.373734,-25.758652,-5.843889,-23.100891,-1.5843611,-3.3522248,0.88429785,3.2851849,-20.995718,-3.665139,-0.40696192,-12.078669,-9.914666,-4.266046,203.55167890005131,0.04571533203125,810103345,810103345
12.wav,-186.90576,145.19638,-28.192482,75.194595,-14.456517,4.723326,7.318147,-19.403542,7.479456,-4.7440305,1.7649263,-5.5192814,1.8900702,-2.0434327,-8.838585,7.4628596,-13.333909,-8.383482,-0.60524744,-6.481053,112.50676712556768,0.082672119140625,810103345,810103345
13.wav,-229.12012,173.10745,-14.4094095,41.991028,-16.811129,-6.738687,-12.4811,-33.859238,2.634726,-6.902012,-0.28670406,-6.9268894,-9.665745,10.860079,-9.282856,-10.821178,-5.2000074,-8.782454,-6.643754,-7.8914394,207.5768682388544,0.0489501953125,810103345,810103345
14.wav,-183.70105,157.04788,-29.480888,75.538864,-33.401535,19.9107,-10.967812,-33.069603,11.817447,-20.343348,-2.321217,-2.2049417,-3.808177,2.928255,-0.63253975,-4.0189238,-9.417708,-2.2239761,-7.058588,-7.7459297,153.2500362076848,0.11871337890625,810103345,810103345
15.wav,-186.43863,185.03545,-14.222553,50.65554,-50.906166,16.633984,-5.0580153,-36.512177,4.6244535,-14.439111,6.536907,-9.4888115,-13.115274,2.0342,-7.708365,-2.794817,-4.911945,-9.124275,-11.108833,-0.77868617,192.09568067565155,0.0732421875,810103345,810103345
16.wav,-223.57848,190.74649,-23.135426,23.226818,-18.868649,0.5384327,11.813522,-34.8273,1.4983813,2.4561746,-15.413539,5.231721,2.1863203,-8.342427,-12.160063,-5.7348356,-3.9889498,-7.156228,-2.8925195,-10.153263,185.9135937120163,0.058624267578125,810103345,810103345
17.wav,-244.19122,168.41928,-10.854153,37.26573,-20.35641,9.023574,-23.553951,-30.82564,14.866898,-18.53397,1.8932816,-8.092741,-6.053849,15.915089,-18.382679,-3.4561172,2.3177824,-7.8536844,-2.1413844,-4.948762,228.6174419364446,0.046478271484375,810103345,810103345
18.wav,-236.10541,182.69691,4.911689,34.8002,-24.236506,10.929848,-5.325654,-32.363388,7.2613873,-17.98648,-4.29893,0.5242121,-8.300045,13.988613,-7.4205427,-8.770641,-1.8364971,-11.199125,-3.1089444,-9.0668545,175.824307952648,0.03900146484375,810103345,810103345
19.wav,-249.49852,136.84766,-15.532358,93.00421,-29.206387,8.336486,12.025688,-35.901062,6.2929225,-20.178291,-9.053053,0.16176009,-12.102979,2.4079416,-2.2582893,-2.8360868,-5.3204026,-1.0754106,-0.7798736,-10.368332,0.0,0.13397216796875,810103345,810103345
2.wav,-201.42743,158.32234,-19.840246,65.817154,-29.594357,30.925604,-14.907747,-41.909897,16.771273,-11.473804,7.8288693,-10.111614,-5.4881554,17.692036,-6.1593113,-7.033841,-7.6008234,-0.5815471,-5.5462894,-10.867627,155.99114642139747,0.0777587890625,810103345,810103345
20.wav,-219.47128,188.40317,-20.660444,42.446205,-15.769259,14.231241,-2.772222,-38.13462,1.5827961,-8.363832,11.690874,-1.9643759,-17.837059,7.4172354,-7.523718,-2.3145974,-0.6962565,-4.9714403,0.4550305,-12.4434,158.98138949233245,0.044403076171875,810103345,810103345
3.wav,-249.49364,154.66875,2.3645077,53.02381,-5.5086856,-1.0378817,-31.4431,-18.68747,13.578434,-12.140537,2.1080315,-18.341751,-0.64404607,12.1370945,-18.655008,-1.6872486,1.3500323,-1.3246379,-10.956721,-12.908981,190.77389900591092,0.059722900390625,810103345,810103345
4.wav,-236.90146,172.49503,-2.8136077,32.118248,-8.955115,12.732233,-28.226927,-33.07747,18.126453,-21.197922,-10.498957,-6.888709,-5.9095306,10.642378,-16.09288,0.31492263,2.5838096,-12.626181,-1.0045244,-5.715603,198.1266010170922,0.043731689453125,810103345,810103345
5.wav,-169.78064,108.03775,-46.593792,108.956276,-72.87906,36.657772,7.4492626,-32.86734,31.772652,-16.018711,8.075396,-6.959786,-4.679843,8.862131,-15.687972,-9.114668,0.9114842,-4.739546,-11.534177,0.5649357,1654.715421950382,0.31591796875,810103345,810103345
6.wav,-276.71362,185.32742,21.175825,16.604557,-26.391253,18.85212,-2.460711,-37.569885,-5.352182,-13.323158,14.320915,1.8921595,-25.901846,8.032483,-4.6419773,-11.459961,-0.9550735,-9.11236,0.27492917,-2.7819734,219.1253592200072,0.034210205078125,810103345,810103345
7.wav,-223.04478,167.79292,-24.442791,72.73565,-28.176945,14.903269,9.743941,-46.355453,2.3049943,-1.2380583,-2.4125986,-8.205043,-4.188286,1.1002669,-11.27097,-3.6159887,-9.650067,-3.7988167,-6.02227,-8.245972,180.1405479416653,0.094329833984375,810103345,810103345
8.wav,-261.72995,172.89488,-8.06125,20.630457,-18.209293,36.982643,-10.441763,-62.214214,11.357435,1.2382995,-2.9508805,-1.91331,-11.547306,11.568477,-9.207718,-13.785262,-1.7729783,-13.447702,-6.73158,-1.022692,207.93473606266733,0.051422119140625,810103345,810103345
9.wav,-204.84277,177.15735,-17.344063,65.87218,-33.172554,11.032048,2.3453293,-40.717552,13.204462,-14.214964,-7.850444,6.3359523,-5.476167,8.351118,-2.8625178,-9.460604,-2.5299664,-3.1955364,-5.901761,-4.713049,169.30525752032946,0.09429931640625,810103345,810103345
1.wav,-145.71423,166.20856,-36.66665,55.76528,-37.597622,33.48606,-13.803153,-35.37198,23.987324,-16.005066,3.5818934,-1.2979989,1.6155255,0.86832595,-14.818747,-2.3663356,-9.451296,-5.108317,-7.026618,-3.7371745,183.2315655292124,0.09173583984375,810103345,810103345
10.wav,-260.37842,127.45604,-1.1006866,68.98094,-24.76828,18.86547,-20.094383,-30.825172,21.999786,-28.640179,-7.846359,-7.659383,-7.4806714,7.681606,-12.133993,5.094291,-2.0345652,-6.978907,-2.5196035,-2.8838735,217.19254586459687,0.107391357421875,810103345,810103345
11.wav,-249.16151,187.83229,17.339397,27.980923,-10.481626,11.989846,-11.811482,-40.401176,7.734123,-10.710165,-12.042967,7.8640294,-7.2845173,-2.4849029,-5.748754,-5.6767645,1.5552508,-6.7615833,-6.9533243,-6.3359284,194.23733843924524,0.0299072265625,810103345,810103345
