filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,code_9_digits,file_number
1.wav,-242.58183,144.51398,-45.577766,57.08072,-22.36002,0.3885107,8.787189,-33.82831,-6.2972827,-20.022121,-5.964877,-12.202404,-25.70784,-3.42058,-12.573956,-6.1028004,-1.9728241,-10.096977,-7.200602,-7.000348,118.9439297018046,0.13458251953125,810102345,810102345
10.wav,-192.10321,197.31819,-22.84826,36.041634,-22.234543,-20.675667,2.4387536,-28.450459,-6.681669,-5.1936755,-14.457785,-16.479687,-15.540847,0.053002357,-5.775095,-10.602983,-5.0910544,-11.45733,-12.573973,-5.716669,111.62289156537366,0.0478515625,810102345,810102345
11.wav,-210.51212,154.34543,-37.31311,75.71959,-7.4690466,-25.146849,9.965998,-23.41439,-12.890726,-22.953753,-12.386666,-10.2825985,-31.86441,-6.1423745,-9.844717,-19.391914,-8.489172,-12.913143,-6.6311126,-5.8520103,118.95872454950197,0.052978515625,810102345,810102345
12.wav,-244.86745,207.50546,-18.673668,-0.81049585,-34.08698,-30.602291,8.262145,-19.831543,-11.936539,1.0066247,-17.30132,-16.465944,-9.863185,-2.3027935,-6.450057,-20.050877,-16.178257,-13.254201,-16.078306,-12.011732,151.75452101585205,0.047149658203125,810102345,810102345
13.wav,-216.20021,145.69284,-25.675537,55.066475,-14.786505,2.625219,-0.013590574,-21.524479,0.42639065,-30.264715,-14.55404,-11.881966,-16.989801,-0.61439854,-14.841301,-9.650217,-4.367595,-7.871055,-6.5350914,-4.51631,148.72337540030793,0.116180419921875,810102345,810102345
14.wav,-194.72333,164.36649,-56.083702,64.616005,-1.6128354,-3.6415627,3.7806864,-20.322208,3.8330622,-23.45837,-12.845533,-6.39956,-15.356306,-2.8968287,-13.945189,-8.613661,-7.786856,-12.786393,-9.433504,-8.874738,0.0,0.0931396484375,810102345,810102345
15.wav,-209.93861,174.78123,-46.218575,56.877003,-0.5846473,-17.908081,-7.683177,-30.09483,3.0334857,-2.4692106,-11.201855,-9.977138,-10.909559,1.1387295,-12.839936,-20.978504,-8.884729,-11.096146,-17.911608,-15.036178,113.03680923111614,0.0389404296875,810102345,810102345
16.wav,-183.21468,191.01974,-57.93549,29.648846,-14.983962,-25.6906,-8.033873,-42.364853,-1.0755779,7.0095816,-15.434868,-14.519173,-9.730675,5.7373605,-17.63731,-23.693693,-3.7588701,-20.269993,-13.291809,-8.309605,112.27155673579952,0.05072021484375,810102345,810102345
17.wav,-100.045265,150.781,-86.33849,68.74452,-19.322842,-1.2155497,2.924089,-28.51614,8.704745,-20.113613,-8.081295,-5.9726906,-9.494896,1.6677631,-12.138564,-5.0291915,-8.793615,-6.06761,-5.212068,-8.628702,0.0,0.1480712890625,810102345,810102345
18.wav,-228.96457,177.52914,-29.118502,42.209164,-5.0459743,-23.582642,-7.9200897,-29.4856,-14.100761,-20.127007,-19.390873,-12.59145,-16.134354,-2.3482382,-9.894076,-13.68942,-0.36179274,-9.235066,-14.780058,-2.2785907,127.3500952397874,0.043670654296875,810102345,810102345
19.wav,-276.6801,152.34247,-36.893475,50.205536,-17.1913,-10.149348,3.1930132,-24.392712,-7.8199773,-21.829573,-9.055304,-7.0757446,-22.420399,-9.047594,-10.4740715,-13.4692335,-8.670656,-9.749097,-9.605935,-6.024665,113.74385760961714,0.087860107421875,810102345,810102345
2.wav,-195.66074,151.40979,-51.282547,58.13646,0.43043613,-20.697817,-3.418041,-19.692722,-4.822749,-15.797911,-14.992931,-17.803194,-10.914209,1.9412014,-16.852634,-7.929635,0.76147765,-11.275827,-10.785925,-3.6605492,182.5908387771647,0.079803466796875,810102345,810102345
20.wav,-266.0199,177.87491,-25.559994,33.70117,-29.837238,-3.1071768,10.193964,-31.990574,-4.5583553,-16.487766,-14.959899,-7.9455667,-15.958462,-0.15081245,-9.042198,-11.04825,-1.2561697,-4.435194,-7.8895392,-8.452995,119.51515999585806,0.08245849609375,810102345,810102345
3.wav,-288.38983,165.95393,-53.062553,37.058952,-14.765247,-4.5294847,-0.8452277,-39.42002,-7.93045,-6.7364726,-5.943471,-15.4547415,-19.016819,-1.4473579,-13.261162,-13.704174,-10.821213,-10.983586,-6.0254555,-7.3840494,125.75179894220402,0.08367919921875,810102345,810102345
4.wav,-137.25728,156.50703,-95.85805,75.35416,-30.21867,6.721814,6.4993258,-26.003632,11.341433,-19.942997,1.0624409,-5.4049406,-7.3071747,2.3386605,-11.770684,-1.909177,-7.0621777,-3.6703908,-5.3393497,-4.8060627,0.0,0.177825927734375,810102345,810102345
5.wav,-227.43881,138.29399,-53.981083,42.91014,-10.4926815,-8.484665,4.463936,-27.11229,1.8623271,-5.003539,-8.625673,-4.948327,-9.142694,1.3782706,-10.294154,-9.6234455,-2.516692,-8.4023075,-6.0292463,-5.2577085,0.0,0.142974853515625,810102345,810102345
6.wav,-231.7601,192.9595,-37.11086,32.053986,-22.75526,-6.164972,7.467889,-29.763939,-10.57989,-9.802052,-8.429165,-14.691011,-6.721998,5.4785433,-13.8405285,-9.568288,-7.356414,-13.852692,-7.4035277,-8.642462,116.37313377339984,0.05780029296875,810102345,810102345
7.wav,-247.15027,194.67377,-17.945446,28.216442,-34.912716,-18.571136,8.073053,-26.88641,-8.093395,-14.316499,-14.84598,-6.788392,-13.01163,-3.1903458,-8.062307,-9.543875,-3.0404053,-6.4414496,-12.131092,-11.95649,132.0941221735591,0.06500244140625,810102345,810102345
