filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,code_9_digits,file_number
1.wav,-202.85983,169.74127,-35.280594,38.271046,-41.25045,-5.0807533,1.1104759,-36.108433,1.1491245,-25.584412,-5.9193087,-0.7618304,-19.494724,3.7902513,-16.274776,-7.762272,-4.1441774,-23.09133,-5.4577417,-7.6478,170.9505839009341,0.054962158203125,810198500,810198500
10.wav,-237.45602,141.77759,-37.567345,16.259407,-6.691313,-9.558694,0.75719947,-26.60775,-3.4617248,-3.5434997,-21.79823,-8.593472,-6.6074867,-15.927974,-14.495914,-10.662493,-14.511071,-9.486679,-6.1715736,-11.490408,238.75514571093512,0.05926513671875,810198500,810198500
11.wav,-181.40685,160.90697,-57.496964,64.001976,-38.100746,-27.529171,-14.137668,-23.075508,10.550919,-28.8381,-1.1262802,-4.812535,-16.971039,6.0752144,-16.449738,-1.9191195,-12.76157,-22.658224,5.600149,-6.0440464,175.8304510341035,0.076324462890625,810198500,810198500
12.wav,-203.77817,150.00598,-28.240221,33.915665,1.7468374,6.586225,2.01866,-27.43695,-0.7141268,-11.588861,-9.147817,-3.5720809,-21.243523,-10.733196,-12.933293,-13.862504,-11.748972,-20.310043,-7.8549976,-4.1085796,148.78807018732192,0.036102294921875,810198500,810198500
13.wav,-218.0592,152.78413,-41.276814,30.688364,-17.894485,-19.67173,-9.928239,-30.392008,-7.6950207,-21.665232,-8.312432,2.7071338,-11.668173,-2.729817,-15.657507,-12.682274,-7.279129,-18.924847,-7.2782407,-6.089136,0.0,0.074188232421875,810198500,810198500
14.wav,-248.54337,133.91266,-22.481892,70.43923,-17.362713,-19.99559,-13.268803,-38.21744,-8.203021,-20.206642,-3.114823,-9.812903,-17.43266,6.518242,-15.338359,-11.260744,-9.368662,-14.702506,1.0174301,-8.151995,162.00666473802616,0.07916259765625,810198500,810198500
15.wav,-173.92883,157.73563,-58.799385,69.97691,-21.230911,-12.839682,-7.463819,-41.389343,-7.158795,-24.886106,-1.1054826,-6.1778197,-11.659494,8.23646,-22.859272,-2.9943264,-6.748708,-21.678139,7.4392805,-8.4447,190.31101267694115,0.0673828125,810198500,810198500
16.wav,-219.53806,101.07817,-42.497498,96.3274,-22.894545,-16.329086,4.965452,-27.835508,-8.286512,-32.789715,-11.693695,-6.8780613,-21.825611,-9.588647,-19.7092,-13.769642,-10.236004,-19.220032,-6.796631,0.08155346,158.1850800551945,0.122772216796875,810198500,810198500
17.wav,-216.10747,138.00467,-43.036156,53.426537,-20.525215,-18.58892,-8.114474,-32.983192,-10.725958,-21.00129,-11.298862,-13.711618,-3.0390334,-1.4229941,-23.632221,4.6317997,-8.328714,-16.977976,1.4196997,-15.81133,225.1467453363252,0.054473876953125,810198500,810198500
18.wav,-182.79918,115.284546,-48.775116,99.0746,-29.144588,-25.13834,-8.650556,-29.54758,-0.6731703,-35.454506,-0.4412074,1.9664556,-20.29366,4.9188557,-12.132776,-7.637148,-4.70469,-13.677174,0.22455359,-6.2832675,194.29951544440505,0.136688232421875,810198500,810198500
