filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,code_9_digits,file_number
1.wav,-226.15538,140.25519,-13.853859,68.813095,-12.017935,-22.7082,0.73062265,-21.658588,-3.9225793,-9.836677,-0.15062204,-0.5311158,-9.933239,6.088312,-8.39716,-9.731812,3.059269,-6.474987,-2.263978,3.1351495,236.52867448895012,0.0557861328125,810103317,810103317
10.wav,-206.07132,171.03078,-28.06905,81.19564,-7.874061,-13.289924,6.7738523,-27.1623,-1.0422997,-12.64546,-7.411728,1.3862578,-12.8353,-0.8938441,-7.0919266,-9.102192,7.3746963,-4.8823166,-11.001075,5.8775864,152.733871131978,0.05181884765625,810103317,810103317
11.wav,-176.05743,203.25058,-34.22323,53.117775,-18.039928,-17.867928,9.130744,-27.921421,1.7435206,-8.323849,-8.061382,7.7436895,-7.2812734,9.048089,-0.60745656,-9.259977,5.454067,-13.481912,-10.181928,7.5337234,145.9429710298485,0.050872802734375,810103317,810103317
12.wav,-220.96655,204.37268,-14.525629,38.320328,-16.568684,-18.955385,15.342507,-15.384688,-6.372082,-7.3536696,-4.7674036,3.8777068,-14.630399,-8.287763,-5.569149,-14.790692,-5.937027,-5.1512012,-6.269231,1.337651,155.23440326857536,0.04010009765625,810103317,810103317
13.wav,-213.48416,175.95644,-39.40472,32.575756,-19.706326,-14.240378,14.008337,-20.474182,4.4571624,0.018464684,-10.009325,6.431465,-8.607082,-14.127167,-2.7538404,2.0290132,-2.7802453,-9.459901,-0.8371314,3.433229,235.2976292164534,0.055145263671875,810103317,810103317
14.wav,-197.09213,186.83795,-24.481525,36.39982,-38.167274,-22.628273,12.172808,-28.714466,-4.0303335,-7.4372334,-3.9835818,9.320239,-8.595047,2.9875073,-6.7828994,-16.419256,-0.19982791,-6.9377975,-5.9263573,0.45712364,150.0824969687607,0.059417724609375,810103317,810103317
15.wav,-196.04074,177.2396,-23.210152,67.44922,-13.253878,-24.849365,-0.65660477,-39.930862,-5.176611,-5.054301,-7.682572,2.4939823,-12.470343,7.892026,-5.3585033,-17.661423,4.4290524,-14.745615,-10.358245,5.0561533,161.45972352004193,0.04278564453125,810103317,810103317
16.wav,-228.74837,172.88896,-18.750286,40.65174,-19.096607,-4.040759,4.4591584,-22.658548,-1.9988248,-10.095434,-4.148803,-5.2323265,-8.51199,-0.93722963,-11.989697,-8.499581,-2.6845484,-5.814782,-6.2215376,-2.980845,246.96357879967695,0.05145263671875,810103317,810103317
17.wav,-194.47841,193.0404,-29.25159,55.384407,-27.14371,-5.287369,1.4684961,-35.02762,-0.31630206,-15.244109,-1.940512,2.6081274,-10.918195,5.0939417,-7.5178766,-10.812384,-0.98152864,-9.440412,-8.91135,3.3620367,176.2635030180975,0.052337646484375,810103317,810103317
18.wav,-240.26508,192.75647,-20.208462,59.147762,-10.85597,-25.579094,10.819619,-24.661028,-2.4513192,1.9865813,-12.538103,-2.439952,-6.3655605,-0.6436426,-4.6540794,-10.190249,-0.338695,-5.374417,-5.838826,-1.4797454,175.20888599561252,0.037261962890625,810103317,810103317
19.wav,-222.31642,189.87518,-12.588736,41.362465,-19.184412,-17.482025,21.790634,-14.91955,3.5260968,-3.1087186,-13.331935,8.963465,-12.314997,-1.2032771,8.079718,-20.809872,-9.785234,-5.8538604,-10.783676,5.257843,149.22536082801267,0.041961669921875,810103317,810103317
2.wav,-211.04767,193.82199,-35.077446,56.478336,-35.718792,-14.888757,4.6723585,-36.05492,9.76823,-1.3770089,2.4426196,2.7444277,-14.903056,9.295604,-10.974098,-13.514076,3.657248,-18.139883,-9.893911,5.244773,164.3400753189906,0.055511474609375,810103317,810103317
20.wav,-230.27933,164.85637,-1.913072,58.337204,-8.235574,-30.845776,6.652213,-13.578331,-15.300861,-7.56921,2.8178678,-7.331095,-17.10749,3.937039,-4.8041286,-10.924068,-1.3900131,-8.634232,-4.2234263,3.947588,230.78358587155705,0.042144775390625,810103317,810103317
3.wav,-189.87817,201.1654,-1.9797513,40.586662,-19.169083,-16.69439,10.150161,-17.91099,8.702643,-2.0406404,-13.081932,3.2718139,-15.585787,-7.5068645,1.1294491,-6.724343,4.2808113,1.1981401,-4.083912,0.17772198,164.53005066614782,0.033233642578125,810103317,810103317
4.wav,-217.95198,197.69008,-11.45266,31.57405,-28.665108,-15.945512,28.237846,-13.959331,0.19957685,0.025491893,-11.848932,6.7713137,-6.855096,-7.170613,-2.584719,-14.95175,-9.690543,-5.491906,-1.6876806,1.1096445,158.845717911937,0.0380859375,810103317,810103317
5.wav,-217.27187,178.83798,-17.178146,57.498978,-16.767715,-9.711344,9.405618,-38.668556,-1.010679,-6.9605007,-9.334919,10.076626,-9.642003,6.309416,-3.3945029,-16.37465,4.090723,-11.823924,-10.84757,2.5423393,135.5377656829113,0.044647216796875,810103317,810103317
