filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,code_9_digits,file_number
1.wav,-251.17728,153.75514,-32.959953,58.828705,12.527395,-4.2998114,2.362918,-14.930458,-3.721293,-22.056723,-8.085766,-6.2341204,-20.806469,-3.230581,-6.5922527,-3.3829253,-0.68479574,-14.460127,-9.888813,2.9743547,147.05146074262308,0.03936767578125,810199319,810199319
10.wav,-246.07043,126.38318,-59.09388,94.49423,8.667369,-10.964102,-6.497467,-35.365448,0.8521994,-18.488625,-8.099751,-6.13274,-16.380592,10.79937,-6.969013,-12.792791,-4.7253013,-12.256723,-7.1539483,-5.066251,158.1785305578209,0.10345458984375,810199319,810199319
11.wav,-200.22949,170.73795,-55.61358,45.948387,12.937979,-7.56875,-6.7009964,-31.235043,-5.3464756,-14.337046,-14.625038,-8.935091,-9.659784,6.8911414,-7.147118,-9.2458515,-7.4848304,-12.874741,-1.5282844,-7.486226,165.65637513785495,0.027984619140625,810199319,810199319
12.wav,-183.618,171.83054,-76.791595,71.96444,1.12153,-10.639271,-7.4862604,-31.844576,8.489387,-19.189312,-4.4805,-4.730372,-19.587618,11.9213915,-14.8707905,-12.260093,-2.8339033,-19.790464,-2.9451492,-6.2926216,181.9998239923549,0.040924072265625,810199319,810199319
13.wav,-183.99683,153.03618,-93.3851,81.96965,-13.870695,-3.2345564,-1.4509218,-56.63916,-1.4292431,-10.857019,3.6496747,-8.356829,-17.654829,22.752337,-7.2420444,-6.4585857,-7.1263943,-16.103617,2.2924943,-10.614677,170.9710304426367,0.060791015625,810199319,810199319
14.wav,-218.4806,152.8285,-26.130917,65.788925,12.35058,-15.378762,-1.743506,-6.376946,9.505311,-16.29645,-10.81694,-0.61673415,-12.100003,0.10676485,-9.079475,-11.378627,-9.652183,-14.076853,-1.7528418,-4.8608108,151.36138043044073,0.042999267578125,810199319,810199319
15.wav,-242.39801,175.47275,-63.12864,48.31916,3.5352669,-15.307996,-1.969914,-39.216343,-14.92898,-8.464293,-12.273968,-8.544381,-11.898386,0.3105534,-1.0198768,-11.9809065,-9.135674,-3.5735607,-15.6594095,-11.176632,191.8744752718732,0.06585693359375,810199319,810199319
16.wav,-217.57843,129.34076,-52.501198,102.23567,16.409225,2.331005,-17.453457,-23.028831,9.91383,-18.08257,-9.184125,-20.949799,-6.299115,4.968978,-15.340936,-6.185568,-7.921752,-8.455524,-13.078552,-3.4744189,151.98639571462795,0.10797119140625,810199319,810199319
17.wav,-272.03625,141.71771,-59.44905,104.124535,23.819736,-20.52201,-12.303995,-38.508564,-1.5940113,-13.573815,-22.492683,-11.505318,-8.036673,4.6255517,-5.510043,-8.089453,-1.1535228,-0.2173267,-7.7407327,-7.8295064,146.78542695870544,0.087921142578125,810199319,810199319
18.wav,-178.48526,148.75232,-69.02211,75.97171,-10.127039,-8.561421,6.426634,-31.97974,-0.28910756,-14.716324,-1.6271033,-6.046934,-15.070726,8.229047,-13.142041,-8.131518,-5.873033,-12.560909,-2.3726535,-9.34915,155.05597710786324,0.078582763671875,810199319,810199319
19.wav,-214.46002,157.40036,-32.321823,49.049698,-7.7807713,-4.789298,-8.887299,-40.753113,-9.635857,-17.311306,-0.8286865,-5.6442947,-14.986208,14.663429,-10.124065,-14.5665245,-1.6750038,-10.812532,-5.8236594,-7.987145,157.71603515661812,0.048858642578125,810199319,810199319
2.wav,-244.90807,194.34064,-16.736456,39.131237,-15.325108,-10.309178,2.537769,-32.737915,-2.602641,-10.939823,-8.2797165,2.3168688,-18.013596,5.4627395,-3.1265426,-21.281101,-4.6032085,-15.120434,-10.902306,0.61601037,148.04578942487876,0.033599853515625,810199319,810199319
20.wav,-206.07478,139.06439,-57.391342,78.68978,14.909534,-6.2559824,-5.275274,-25.325947,8.133804,-30.0343,-21.43861,-1.5631652,-20.955124,-0.04643953,-5.5818477,-11.071146,-12.989043,-16.173948,-0.7799569,-11.9190445,158.00048105671155,0.050201416015625,810199319,810199319
3.wav,-171.09258,152.12717,-57.854797,71.5764,4.5792155,-12.384824,-0.07548046,-34.751373,-2.5050616,-18.282295,-12.664415,0.2389059,-16.370686,2.6935399,-8.027138,-13.249714,-11.606639,-21.659061,-3.3048382,-7.6372313,163.08854488398535,0.059173583984375,810199319,810199319
4.wav,-346.8594,156.4492,-41.579845,45.072895,2.3568983,-17.52908,5.7092166,-30.450409,-16.212475,-5.3903127,-12.243418,-5.2671604,-9.562755,-4.320515,-5.375719,-13.171296,-8.393867,-5.8926916,-9.970081,-9.464209,189.0948281791893,0.0616455078125,810199319,810199319
5.wav,-235.75916,111.7129,-40.06646,99.42104,17.991537,0.20820689,-12.270584,-17.959532,2.0593467,-24.837713,-12.71863,-19.079756,-5.89637,3.5881305,-14.987925,-4.5266767,-2.90994,-3.8020358,-10.748722,-5.7863073,164.11861569728757,0.12567138671875,810199319,810199319
