filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,code_9_digits,file_number
1.wav,-214.49345,190.20482,-31.076027,39.139458,-18.092888,-0.4076197,-0.61062837,-17.925842,21.393055,-5.9529104,-5.106149,0.5702048,-0.97030205,6.3988137,-12.630982,2.049631,2.1893468,-10.628521,1.1924706,-4.315749,175.3270881011934,0.034698486328125,810103172,810103172
10.wav,-238.3357,151.28143,-25.783384,92.03405,-2.5152676,-8.388578,12.072346,-16.752218,3.9682581,-13.468558,1.0785121,2.273416,-11.645299,5.1951976,-1.1745336,2.9165466,2.9696078,0.8737685,6.6342506,0.53001267,129.01294877564638,0.056793212890625,810103172,810103172
11.wav,-219.51752,189.4578,-29.670757,60.36015,-6.7023897,-9.768486,-1.6317406,-24.687168,8.601905,-7.9816184,-4.014826,3.1473477,-2.7025988,12.924615,-0.8249282,-1.9526193,6.347684,0.2474128,-0.07669538,0.22629762,150.79760803891412,0.021453857421875,810103172,810103172
12.wav,-253.10652,203.29367,-42.043358,38.384033,-17.593544,5.9384513,10.727995,-29.511906,10.34759,-0.55868053,5.990342,10.560833,-9.13373,4.8273935,0.46422207,6.0613203,6.8999553,-3.77235,7.6216803,2.7529275,133.36984098147528,0.0291748046875,810103172,810103172
13.wav,-217.75684,194.06493,-35.90585,54.03476,-16.312084,-4.658352,-4.0202584,-27.218197,25.315739,-0.24304223,-7.006226,6.026373,2.4812446,5.783548,-13.028141,-0.024530947,6.668563,-5.424878,1.2817886,-2.7714343,150.84436995139757,0.02899169921875,810103172,810103172
14.wav,-217.65018,160.35745,-8.454309,58.580738,-14.947025,-11.735674,8.907021,-22.53402,1.9321325,-4.090765,-1.8871808,0.92580867,-12.182945,4.502707,-1.5496099,-5.008453,2.4519713,-1.959496,3.8959403,2.4413738,189.1221118564411,0.043914794921875,810103172,810103172
15.wav,-203.75374,163.5972,-25.582333,49.55577,-3.6917648,-7.4770575,-8.783115,-22.523352,7.142869,-8.745016,-2.7057176,1.1572492,-1.7445565,6.2427826,-7.890297,0.23875475,2.6627676,-5.673607,-0.18586332,-1.1764853,183.6911014869223,0.060821533203125,810103172,810103172
16.wav,-248.05984,185.32338,-33.565502,34.18208,-20.49527,-3.3609238,4.169586,-29.11229,8.354754,6.259919,7.824711,3.601852,-6.7959733,7.584973,-0.39810294,1.2373481,-3.5149856,-7.748352,8.085006,3.9707828,0.0,0.04022216796875,810103172,810103172
17.wav,-211.4827,190.74892,-28.32582,44.903713,-7.6113796,-6.680597,1.5095447,-30.53956,2.6125464,2.6594515,0.96177304,3.9486785,2.2214704,13.601148,-0.4960233,1.5334195,6.6307106,-2.6696591,1.1470442,0.7224862,123.77726674223096,0.0245361328125,810103172,810103172
18.wav,-193.74396,168.16158,-58.856243,65.11984,-9.879134,-1.390924,2.4659348,-24.906647,17.09512,-1.1579528,2.6416826,6.04605,5.7034636,16.716024,-1.3924005,2.935246,3.2327294,-0.3699593,0.7927965,-2.868063,0.0,0.028076171875,810103172,810103172
