filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,code_9_digits,file_number
1.wav,-245.16254,175.90825,-0.47959507,50.45099,-25.260366,8.827917,-2.2800734,-48.076584,3.3383284,-22.624283,-23.532368,-0.048528194,-9.204311,9.164078,0.117387176,-6.251363,0.2394098,-9.907579,-4.0894814,-4.2858143,192.2631666412573,0.03912353515625,810199428,810199428
10.wav,-271.87433,134.06812,7.791007,123.83518,-10.611229,-17.908417,10.504039,-18.936546,6.6398106,-38.349724,-21.127106,11.004991,-22.530396,-0.19351405,11.111691,-8.036614,-6.6357646,-0.3317883,2.3857055,-4.202612,146.76157201334766,0.050140380859375,810199428,810199428
11.wav,-320.95135,174.62952,14.425774,41.127144,-3.3763368,13.733707,15.562803,-34.0964,-11.017825,-0.016805887,-7.4492617,-10.65863,-4.8613954,13.041099,-3.1969116,-8.615588,0.61036927,-4.5771747,-4.013527,-6.360714,101.99412127534244,0.04290771484375,810199428,810199428
12.wav,-180.10428,179.67514,-16.169964,44.704075,-32.13809,0.92706203,23.191017,-32.557983,-3.0058873,-13.506962,-15.814351,11.345198,-3.5555067,-8.817523,-4.4066086,-6.7603607,-12.81679,-9.3861065,-2.5322003,-9.678883,189.3859254166096,0.060272216796875,810199428,810199428
13.wav,-295.48325,164.60275,-4.5602345,56.413933,-11.322456,0.43165076,-2.8071914,-31.278915,17.146427,-11.705805,-12.897219,11.254161,-2.86714,13.92273,-1.3635583,-9.283082,0.80051374,-10.793403,-0.5404813,-8.119986,146.5949406683993,0.032012939453125,810199428,810199428
14.wav,-241.42346,185.40283,11.549883,56.417095,-12.037632,13.423496,8.077795,-48.983124,-4.2087092,1.5860409,-11.359635,-13.611018,-7.4735045,13.515371,-6.568723,-7.2661543,2.9867225,-9.029372,-3.4910386,-1.9055296,166.93642343214142,0.029815673828125,810199428,810199428
15.wav,-235.64192,148.50667,3.334796,79.21884,-23.229961,4.201574,14.556242,-38.921722,2.0714347,-20.612324,-23.977306,-0.7161355,-8.184299,0.95812106,-10.884414,0.9137074,6.269927,-14.809635,-0.5100977,-0.36418128,95.00170599948044,0.074951171875,810199428,810199428
16.wav,-261.56476,201.86551,-2.4407485,46.184322,-30.301702,-5.7206626,13.083848,-32.605835,3.3938608,-20.471054,-19.636732,12.407299,-15.038938,2.479742,8.726276,-11.149388,-0.6207999,-5.814198,-7.6839676,-4.333305,164.75391544727353,0.037994384765625,810199428,810199428
17.wav,-225.18526,166.26945,-6.9054794,62.996887,-23.486332,1.7799556,1.2036242,-42.177063,0.011503339,-19.871588,-11.733253,5.1027145,-9.177732,2.7792513,-6.097323,-3.1841004,-0.7347126,-11.296314,-1.3185359,-5.481146,184.80630885677311,0.04742431640625,810199428,810199428
18.wav,-212.33986,175.21754,-8.309805,64.009895,-27.862164,3.4307487,5.4107747,-41.889076,0.0020021796,-20.261269,-10.653574,6.2309823,-8.263128,3.0796106,-6.5633,-3.3403144,-1.2821984,-10.568575,-1.4802647,-5.885815,182.85096101011723,0.045928955078125,810199428,810199428
