filename,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,F0,ZCR,code_9_digits,file_number
1.wav,-301.3636,157.80219,28.866905,61.42042,13.696173,-14.83802,8.23782,-1.6173084,-8.84846,-7.370034,1.7162032,9.382717,8.3912735,8.56643,2.2855022,1.1763794,4.0632467,-3.634707,-3.073581,3.2394214,189.6667717678666,0.032379150390625,810103224,810103224
10.wav,-265.0402,203.78488,14.154833,41.81552,-12.856087,11.314771,7.0337367,-32.26438,-2.7129154,-5.6026535,0.8061116,-0.023156881,-2.6276646,15.793248,2.2600226,4.1455746,2.9343185,-8.120819,1.9306035,-3.4425035,172.6986974046872,0.04150390625,810103224,810103224
11.wav,-256.53754,195.15067,20.036121,45.745167,12.352968,9.384442,16.986803,-7.6266203,6.129743,3.7901568,2.398912,7.895019,-0.9199091,5.4244657,1.671724,-1.943057,1.5392065,-3.5600696,0.8184004,0.6853879,69.37969693989383,0.015106201171875,810103224,810103224
12.wav,-284.56714,193.47623,-22.1145,26.703876,19.937801,-9.096334,1.2624488,0.4959252,3.9007905,11.778646,10.568343,-1.2496622,5.6530814,10.943606,-2.4548485,-3.7657342,0.48937172,-0.57843935,-2.0776222,1.1546828,182.677526918016,0.03472900390625,810103224,810103224
13.wav,-276.61008,170.95512,16.66962,34.507706,14.789681,4.3722277,7.937743,-3.27944,9.588922,6.9709096,3.920716,4.329998,2.3001401,14.5089855,4.9591007,-1.2180502,5.727502,-2.943723,-2.0850143,-0.63129,165.16645882054215,0.01544189453125,810103224,810103224
14.wav,-245.33679,181.99179,7.87426,46.054405,11.828444,7.7514234,19.73561,-1.914218,14.594636,10.020442,7.4749403,14.673831,4.8467045,11.082819,3.1896996,-4.145137,3.1680212,-2.6814299,-1.8083282,0.0025577545,0.0,0.014312744140625,810103224,810103224
15.wav,-263.08752,184.97525,30.457676,45.083084,-17.903683,3.7497144,16.004562,-15.186705,-1.6088381,-13.7307415,-1.6038262,5.457213,-0.754554,21.128468,5.401025,-1.9635397,8.592451,-9.889789,-5.340011,8.102101,184.27146517903432,0.0718994140625,810103224,810103224
16.wav,-247.29361,184.73492,12.770671,73.78598,-1.5892341,-4.8215327,10.744905,-28.478987,-7.3685565,-1.8217078,-1.8432457,-0.048421502,3.3931122,17.663597,1.1744509,-1.3959627,3.4337287,-7.1951866,-2.7675216,-0.32637167,0.0,0.04718017578125,810103224,810103224
17.wav,-200.48242,164.15195,-1.092576,53.571026,14.935869,16.583282,17.689718,-8.274594,15.225705,7.8965387,7.2480655,12.256895,6.6879234,16.30819,7.2162437,4.5425396,5.8255854,-1.5791767,0.29692787,-3.198047,65.40639132514967,0.01202392578125,810103224,810103224
18.wav,-264.09088,167.92682,23.610989,67.61846,8.616281,-17.855194,2.8116217,-10.117367,-6.807213,-8.671614,-1.3996096,6.8236237,7.075163,12.885178,1.4855754,-0.44371387,4.29976,-6.6649446,-3.4363012,2.0669088,183.46291271686965,0.0372314453125,810103224,810103224
19.wav,-194.77158,182.55357,-27.450718,65.835205,-0.005882144,5.4293313,31.2654,-3.4206135,17.231106,1.014731,5.420105,18.948341,5.658252,15.524473,3.8373873,-1.0258778,1.597194,-5.362649,1.2672758,-2.4669838,0.0,0.019195556640625,810103224,810103224
2.wav,-258.22858,205.73886,23.61142,51.39035,15.495287,-10.774256,-9.194623,-16.942783,4.14713,0.5001723,-3.4371119,3.871983,6.2359056,13.790435,-2.2062745,-6.210023,3.3295255,-4.7664895,-1.0506158,0.109013855,166.15359656489278,0.02532958984375,810103224,810103224
20.wav,-248.75587,187.69955,19.604855,47.605038,-18.168655,4.3290052,14.75169,-18.066895,-0.97819805,-12.949472,2.4862928,7.0306726,-2.1424818,21.188274,4.9733324,-1.5407381,8.613739,-10.262764,-5.738349,7.3053913,179.83496355496075,0.073516845703125,810103224,810103224
3.wav,-232.73831,208.73953,-7.973613,76.955505,3.7759538,-12.057987,1.083255,-25.977793,1.6130407,-8.653594,-5.669528,5.2056427,-1.6656369,13.494507,5.918931,-0.5988333,2.2138956,-6.0435166,-5.7933455,-5.41825,86.53130589175369,0.041046142578125,810103224,810103224
4.wav,-248.05621,160.2211,21.387135,77.636024,-5.7942266,-2.5305274,11.532053,-20.365774,0.030565023,-8.210724,-2.2344475,2.7912009,-2.6459153,10.217007,-2.19334,-1.0686259,8.316511,-2.893313,-4.5481277,-2.264145,190.12976663011705,0.069976806640625,810103224,810103224
5.wav,-264.55096,168.80258,22.855738,76.05848,14.753877,-14.131709,1.9787546,-7.709013,-3.6928566,-16.01831,-6.6181493,5.2012453,3.0287921,10.313542,0.72989655,-0.02857852,4.5361896,-5.4407434,-2.2948115,2.8917084,168.1518266062244,0.03155517578125,810103224,810103224
6.wav,-303.99164,172.45227,13.962084,60.930603,13.253078,-7.3358555,10.238172,-7.303466,-4.2532043,-5.8163157,2.8202565,10.967339,2.6625926,10.074138,8.974798,5.9926815,10.200293,-1.7929204,-5.518489,1.1414139,76.29202500537463,0.024139404296875,810103224,810103224
7.wav,-258.14758,184.23264,5.0686283,56.9682,13.198004,-10.555427,12.269199,0.8383794,1.9877198,-4.7959723,1.0583326,15.647068,12.134102,9.726528,1.8043684,2.1507847,5.9096622,-6.5090656,-4.1461196,6.482557,188.6889009624887,0.0281982421875,810103224,810103224
8.wav,-225.17827,185.46802,0.37436295,52.5567,13.496113,11.998131,21.257088,-3.6022518,11.746059,3.5929987,10.173431,16.90025,3.1341004,10.623283,2.099929,-0.18580747,4.2428255,-4.387044,-1.3157299,-3.859357,0.0,0.01617431640625,810103224,810103224
9.wav,-279.57886,183.29843,18.153194,57.016266,19.23928,-3.0165162,13.475143,-7.484309,-3.1740232,0.4718837,0.80228096,6.5896416,-0.78476214,4.5968018,3.9656296,-4.643721,-2.0469875,-2.5218906,-2.2982867,-0.8408228,88.84294104655112,0.018768310546875,810103224,810103224
1.wav,-212.99606,187.88226,-1.7609532,42.328266,10.2566185,8.521603,18.060507,-1.3557363,13.54372,1.9005221,3.1427493,12.70753,3.3131402,11.436868,8.956617,4.290624,3.745386,-1.1295011,4.188292,2.0593457,65.79759492326714,0.018341064453125,810103224,810103224
